Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status
11116,21,Female,B.Tech,Civil,9.26,2,5,8,5,90,8,3,0,Placed
566,20,Female,B.Sc,ECE,8.21,1,5,7,5,100,7,3,1,Placed
28149,19,Male,MCA,IT,6.79,0,3,5,4,68,8,2,1,Not Placed
36158,22,Female,BCA,Civil,7.06,0,3,4,8,75,7,1,0,Not Placed
34113,23,Female,B.Sc,IT,6.04,1,3,5,6,67,4,2,2,Not Placed
33813,18,Male,B.Tech,IT,7.27,1,5,10,4,78,6,3,2,Not Placed
13532,20,Female,BCA,CSE,7.56,2,5,8,8,84,5,3,1,Placed
18196,22,Female,B.Sc,CSE,5.75,0,3,4,4,64,5,1,2,Not Placed
26571,21,Female,B.Sc,IT,5.8,1,3,5,6,43,5,1,1,Not Placed
42396,24,Male,B.Sc,CSE,6.12,2,3,5,7,66,4,2,1,Not Placed
36419,19,Male,B.Tech,ME,5.76,0,2,2,8,52,7,1,2,Not Placed
28823,22,Female,BCA,IT,8.68,1,5,8,6,73,8,2,0,Placed
6394,24,Female,B.Sc,CSE,7.59,2,4,7,4,67,5,2,0,Not Placed
21290,18,Male,BCA,ME,9.11,2,5,7,4,87,6,2,0,Not Placed
6805,24,Male,MCA,ME,6.5,1,3,5,6,79,5,2,0,Placed
19689,24,Female,B.Sc,Civil,7.38,1,3,4,3,90,6,2,2,Not Placed
975,21,Male,BCA,Civil,6.54,1,3,5,5,49,6,1,0,Not Placed
49932,22,Male,MCA,ECE,6.7,0,3,5,6,49,6,1,0,Not Placed
49123,23,Female,BCA,ME,6.59,0,4,7,6,62,5,2,2,Not Placed
35364,24,Male,B.Tech,ECE,9.16,2,6,9,5,100,5,3,0,Placed
24709,24,Female,B.Sc,IT,9.15,1,6,10,5,88,5,3,0,Placed
25786,18,Male,B.Sc,Civil,7.56,1,4,7,6,74,6,2,0,Placed
10246,19,Female,MCA,CSE,6.3,1,4,7,4,63,3,2,2,Not Placed
39880,19,Female,MCA,ME,6.32,1,4,7,5,76,5,2,2,Not Placed
46152,19,Female,MCA,ME,7.77,2,4,6,5,90,5,2,2,Not Placed
30535,20,Male,BCA,CSE,7.38,2,5,10,7,66,4,3,0,Placed
46827,24,Male,MCA,ECE,8.07,1,5,9,7,95,4,3,0,Placed
26034,19,Male,BCA,Civil,7.01,0,3,4,3,70,4,1,0,Not Placed
48780,22,Male,B.Sc,ME,5.07,0,2,2,6,35,8,0,2,Not Placed
42958,19,Female,MCA,ECE,6.47,1,3,5,8,75,5,2,3,Not Placed
8967,22,Male,BCA,Civil,8.8,0,4,6,4,74,7,2,0,Not Placed
8339,21,Male,B.Sc,IT,7.63,1,4,6,3,100,5,2,1,Not Placed
28340,21,Male,BCA,Civil,5.88,1,3,4,1,55,6,1,1,Not Placed
19747,20,Male,B.Sc,ECE,5.35,0,2,3,2,44,6,1,2,Not Placed
25437,24,Female,B.Sc,IT,6.38,0,3,4,4,56,5,1,1,Not Placed
34144,21,Male,B.Sc,Civil,7.59,0,4,6,4,59,6,2,2,Not Placed
44239,24,Male,BCA,ECE,6.75,0,2,2,5,79,5,1,0,Not Placed
9890,22,Female,BCA,Civil,7.27,1,3,3,6,76,6,1,0,Not Placed
46794,23,Male,B.Tech,CSE,7.68,2,4,6,5,86,7,2,0,Placed
15719,20,Male,B.Tech,IT,7.58,2,4,7,8,64,4,2,0,Placed
2368,24,Male,B.Tech,ECE,6.79,0,3,5,4,60,6,2,2,Not Placed
7377,18,Female,MCA,CSE,7.83,1,4,7,3,83,6,2,0,Not Placed
6443,19,Male,B.Sc,IT,6.21,0,3,3,3,64,7,1,1,Not Placed
25267,23,Male,B.Tech,IT,7.12,1,4,6,5,82,4,2,2,Not Placed
15695,21,Male,BCA,ECE,6.31,0,4,6,5,70,5,2,2,Not Placed
30610,21,Male,B.Sc,ME,4.87,0,1,1,3,53,5,0,2,Not Placed
46904,22,Male,BCA,ME,6.97,0,3,5,6,91,7,2,1,Placed
21842,23,Male,MCA,IT,8.4,1,5,9,6,72,7,3,0,Placed
44303,20,Female,BCA,ECE,6.05,0,3,4,5,66,5,1,3,Not Placed
40656,19,Female,MCA,ECE,6.99,1,4,6,5,81,7,2,0,Placed
9728,18,Male,B.Tech,ME,8.04,1,4,5,6,86,6,2,0,Placed
40939,19,Male,MCA,CSE,4.5,0,1,1,4,59,7,0,1,Not Placed
29131,20,Female,BCA,ME,6.38,0,3,4,5,61,5,1,3,Not Placed
16893,24,Male,B.Sc,CSE,8.15,1,4,6,8,79,9,2,0,Placed
33505,24,Female,B.Sc,IT,7.37,1,5,8,4,88,4,3,0,Not Placed
23651,24,Female,BCA,ME,6.54,1,4,7,8,66,6,2,1,Placed
30744,24,Female,MCA,Civil,6.62,0,3,3,7,53,9,1,1,Not Placed
3478,24,Female,MCA,CSE,6.78,1,4,7,5,73,7,2,0,Placed
39396,18,Female,B.Tech,ME,6.71,0,3,3,8,68,4,1,1,Not Placed
28109,20,Male,MCA,Civil,6.79,0,3,4,4,61,8,1,1,Not Placed
26965,22,Male,BCA,IT,7.08,2,5,9,4,61,5,3,0,Not Placed
20904,22,Female,MCA,ECE,7.78,2,5,8,3,69,5,2,2,Not Placed
35532,24,Female,BCA,CSE,7.62,1,4,6,5,60,5,2,0,Placed
2164,23,Male,B.Tech,CSE,5.81,0,4,7,3,70,4,2,3,Not Placed
42743,21,Female,MCA,IT,7.08,1,4,7,2,51,7,2,2,Not Placed
19179,21,Female,B.Sc,ECE,7.14,1,4,6,8,80,8,2,0,Placed
41621,24,Female,B.Tech,ME,8.46,2,6,10,6,74,7,3,0,Placed
47709,21,Female,B.Tech,ECE,6.19,0,3,3,8,56,5,1,1,Not Placed
43266,19,Male,B.Tech,IT,7.89,1,5,8,4,75,2,2,2,Not Placed
1212,18,Male,B.Sc,ECE,6.74,0,4,7,5,70,4,2,0,Placed
44694,19,Male,B.Sc,Civil,8.5,1,4,5,5,100,6,2,0,Placed
3796,20,Female,MCA,ECE,8.63,0,4,4,7,91,7,2,0,Not Placed
29353,24,Male,B.Sc,ME,6.67,1,4,6,5,73,6,2,0,Placed
48063,24,Female,MCA,IT,7.03,2,4,7,4,81,4,2,0,Not Placed
2580,22,Male,MCA,ECE,7.7,0,4,6,7,61,6,2,1,Placed
1254,21,Male,B.Tech,CSE,6.87,1,4,7,5,85,4,2,0,Placed
24377,19,Male,B.Sc,CSE,7.3,2,5,8,5,69,6,2,0,Placed
22499,18,Female,MCA,ME,7.78,1,4,6,6,70,5,2,0,Placed
42536,23,Male,B.Tech,Civil,6.05,0,3,5,3,75,7,2,3,Not Placed
19584,22,Female,MCA,IT,5.47,0,3,4,2,56,5,1,2,Not Placed
32801,23,Female,BCA,IT,8.03,2,6,10,6,83,8,3,1,Placed
10665,20,Male,MCA,CSE,6.21,0,4,7,5,73,5,2,1,Not Placed
11079,21,Female,B.Tech,Civil,8.0,2,5,8,9,88,5,3,0,Placed
37604,22,Female,B.Tech,ECE,5.66,0,2,1,6,57,7,0,3,Not Placed
46256,18,Female,MCA,Civil,8.44,1,5,8,7,84,6,3,0,Placed
9161,23,Female,B.Sc,CSE,6.15,0,4,6,7,71,6,2,2,Not Placed
6398,22,Female,MCA,ECE,5.54,1,3,5,6,37,5,1,1,Not Placed
17978,22,Male,BCA,ECE,8.29,3,5,8,5,62,7,2,0,Placed
38972,19,Male,MCA,ME,6.55,0,3,4,4,68,6,1,0,Not Placed
42368,20,Male,B.Sc,IT,7.59,2,5,9,8,83,5,3,0,Placed
2593,23,Female,B.Tech,IT,7.63,1,5,8,7,78,5,2,0,Placed
4742,20,Male,BCA,ME,7.17,1,3,3,5,83,6,1,0,Not Placed
38667,24,Female,BCA,IT,7.95,1,5,9,6,85,4,3,1,Placed
13641,22,Male,BCA,ECE,6.35,0,3,5,6,73,5,2,2,Not Placed
23399,18,Male,MCA,Civil,8.18,3,5,7,8,84,6,2,0,Placed
46669,21,Male,MCA,ME,6.38,0,4,6,9,62,8,2,2,Not Placed
24731,21,Female,B.Tech,CSE,6.06,1,3,4,4,41,6,1,3,Not Placed
10890,22,Male,B.Sc,ME,8.39,0,4,6,7,81,5,2,0,Placed
19397,19,Female,B.Sc,ME,6.41,0,3,5,2,65,6,2,3,Not Placed
38635,24,Male,B.Sc,IT,7.26,0,4,5,6,72,4,2,0,Placed
48580,23,Female,BCA,CSE,6.99,2,3,5,3,59,7,1,1,Not Placed
11196,18,Female,MCA,CSE,6.57,0,4,6,6,87,5,2,2,Not Placed
8306,22,Male,B.Tech,ECE,7.44,0,4,5,6,70,8,2,1,Placed
25127,22,Female,B.Sc,CSE,7.55,2,4,6,3,74,7,2,0,Not Placed
14054,23,Female,MCA,ECE,7.68,2,5,8,6,100,6,3,0,Placed
41037,18,Male,BCA,CSE,6.41,0,4,8,4,56,6,2,1,Not Placed
46316,22,Male,MCA,ECE,8.03,0,4,4,5,82,6,2,0,Not Placed
35290,24,Female,BCA,CSE,8.35,1,5,9,7,100,5,3,1,Placed
35172,22,Male,B.Sc,ME,6.84,2,3,5,3,90,5,2,0,Not Placed
31797,22,Female,B.Sc,CSE,4.95,0,3,5,6,44,5,1,1,Not Placed
18889,18,Female,MCA,IT,7.79,0,4,5,4,66,7,2,0,Not Placed
38615,22,Male,BCA,Civil,4.58,0,2,2,6,58,6,1,2,Not Placed
42040,19,Male,B.Tech,Civil,7.68,0,4,5,5,75,6,2,1,Placed
13268,23,Male,B.Tech,CSE,6.27,1,4,6,5,57,6,2,3,Not Placed
43822,23,Male,MCA,IT,6.71,0,3,4,7,60,6,1,0,Not Placed
43013,24,Male,B.Tech,IT,6.43,0,4,7,5,73,5,2,1,Not Placed
4808,22,Female,BCA,ME,7.16,1,3,4,5,54,5,1,0,Not Placed
31804,20,Female,MCA,CSE,6.91,1,4,8,7,67,6,2,0,Placed
27261,22,Female,B.Sc,Civil,6.12,1,3,4,5,62,6,1,3,Not Placed
35353,22,Male,B.Sc,ECE,7.84,3,5,8,7,73,6,2,1,Placed
2419,24,Female,B.Tech,ECE,7.65,0,3,4,6,95,3,2,0,Not Placed
43696,20,Male,B.Tech,IT,8.92,2,5,7,6,83,7,2,0,Placed
43803,19,Female,B.Sc,ECE,7.78,2,4,7,7,57,3,2,0,Placed
47823,20,Male,BCA,ME,7.4,0,4,5,6,83,4,2,1,Placed
21095,19,Male,B.Tech,IT,6.41,1,3,5,6,53,7,1,1,Not Placed
4721,23,Male,B.Sc,ECE,6.57,1,3,4,5,67,6,1,2,Not Placed
11,24,Male,B.Tech,ME,6.6,2,3,5,5,65,6,2,0,Placed
38401,19,Female,BCA,IT,5.94,1,3,6,10,47,5,2,3,Not Placed
29951,22,Male,B.Sc,CSE,7.87,1,5,9,4,82,7,3,2,Not Placed
5508,21,Female,MCA,ECE,7.56,0,4,6,5,79,4,2,1,Placed
23345,22,Male,B.Tech,Civil,8.41,0,4,6,7,72,3,2,0,Placed
18664,24,Male,BCA,CSE,5.14,1,3,6,7,45,7,2,2,Not Placed
23846,19,Female,MCA,ME,5.38,0,3,4,5,65,6,1,2,Not Placed
32100,18,Female,B.Sc,CSE,5.65,0,3,4,6,62,5,1,1,Not Placed
19569,21,Male,B.Tech,CSE,7.22,0,3,4,3,53,5,1,0,Not Placed
37475,22,Male,MCA,ECE,6.9,1,3,5,7,85,7,2,2,Not Placed
24713,19,Female,MCA,IT,7.62,2,4,7,4,77,6,2,2,Not Placed
9203,18,Male,B.Sc,Civil,7.06,1,3,4,7,78,7,1,0,Not Placed
30208,22,Male,B.Tech,IT,7.12,1,5,8,5,70,6,2,0,Placed
7646,22,Male,B.Sc,ECE,7.17,0,4,6,5,70,7,2,0,Placed
28752,24,Female,B.Tech,ME,7.62,0,4,5,7,60,5,2,0,Placed
29798,18,Female,MCA,IT,6.77,0,4,6,5,59,4,2,2,Not Placed
49160,19,Male,B.Tech,Civil,7.25,1,4,6,5,68,6,2,2,Not Placed
6490,20,Female,B.Sc,IT,6.57,0,4,7,9,46,7,2,2,Not Placed
12014,21,Female,B.Tech,Civil,6.41,0,3,4,4,60,6,1,2,Not Placed
33385,20,Female,B.Sc,Civil,6.61,2,4,8,5,66,6,2,0,Placed
45098,19,Male,B.Tech,IT,7.43,1,5,9,5,82,6,3,0,Placed
123,22,Female,BCA,Civil,7.56,0,4,5,7,60,5,2,2,Not Placed
12799,20,Female,BCA,Civil,8.08,0,3,2,6,83,6,1,0,Not Placed
42688,23,Male,MCA,Civil,5.86,0,2,3,2,39,4,1,1,Not Placed
9040,18,Male,B.Tech,ME,6.89,0,4,6,6,89,6,2,0,Placed
34079,24,Male,MCA,IT,7.11,0,4,6,5,72,6,2,0,Placed
30985,20,Male,MCA,CSE,7.64,1,4,7,3,91,4,2,0,Not Placed
2879,24,Male,MCA,ME,7.7,1,4,6,3,76,7,2,1,Not Placed
39197,18,Female,MCA,IT,7.05,2,5,8,5,68,5,2,0,Placed
48168,24,Male,BCA,ME,6.47,0,3,4,6,51,8,1,1,Not Placed
48352,24,Female,MCA,IT,7.96,2,5,8,6,62,6,2,0,Placed
38742,19,Female,B.Sc,ME,4.93,0,2,2,7,60,5,1,1,Not Placed
535,22,Female,BCA,ME,6.77,0,3,4,3,73,5,1,0,Not Placed
15775,20,Female,MCA,ME,9.0,1,4,5,6,89,6,2,0,Placed
47842,21,Male,MCA,IT,9.3,1,6,9,5,99,7,3,0,Placed
28762,20,Male,BCA,CSE,5.86,0,3,5,4,46,6,1,2,Not Placed
4350,20,Male,BCA,Civil,8.0,0,4,4,5,71,6,1,0,Not Placed
37772,24,Female,B.Sc,IT,8.01,2,5,7,5,93,6,2,0,Placed
6402,19,Female,BCA,Civil,7.14,1,4,6,5,64,4,2,2,Not Placed
34174,20,Female,BCA,Civil,7.02,1,4,5,3,54,5,1,0,Not Placed
7988,21,Male,B.Tech,ME,8.11,1,5,7,7,64,5,2,0,Placed
46910,22,Female,BCA,IT,8.68,2,6,10,4,84,6,3,0,Not Placed
35929,19,Male,BCA,ECE,6.54,0,4,8,8,68,5,2,0,Placed
25122,21,Female,B.Sc,CSE,7.04,0,4,6,9,71,5,2,2,Not Placed
48656,23,Female,MCA,ME,8.86,1,5,7,5,100,6,3,0,Placed
19406,18,Male,BCA,ECE,6.71,0,3,4,7,62,5,1,0,Not Placed
37004,20,Male,B.Sc,ME,7.85,1,5,8,4,88,3,3,0,Not Placed
41120,21,Female,B.Sc,Civil,7.83,0,3,4,6,92,6,2,0,Not Placed
152,24,Male,B.Sc,Civil,6.53,0,3,4,7,76,7,1,0,Not Placed
41008,18,Female,B.Sc,ECE,6.47,0,3,4,5,73,6,1,2,Not Placed
9192,19,Female,MCA,ME,7.48,0,3,3,7,79,4,1,0,Not Placed
46158,23,Female,B.Sc,Civil,8.06,0,4,5,4,86,5,2,0,Not Placed
12927,18,Female,BCA,ME,6.24,0,3,4,6,47,6,1,1,Not Placed
44510,23,Female,BCA,ME,6.94,0,4,6,4,72,5,2,0,Not Placed
45414,20,Female,B.Tech,ME,7.46,0,3,4,5,82,5,2,0,Not Placed
16676,21,Male,BCA,CSE,6.93,0,4,8,6,73,7,2,1,Placed
47974,24,Female,B.Sc,ME,6.04,0,2,2,5,63,4,1,1,Not Placed
12534,22,Male,MCA,ME,8.37,3,5,7,5,60,6,2,1,Placed
8822,23,Male,B.Sc,IT,6.82,0,4,6,5,45,5,2,1,Not Placed
35425,20,Female,B.Tech,Civil,6.43,0,3,4,8,73,6,1,3,Not Placed
14969,19,Female,BCA,ECE,6.12,1,4,7,4,65,7,2,3,Not Placed
14984,22,Male,B.Tech,CSE,8.74,3,6,10,8,100,4,3,1,Placed
43030,20,Male,B.Sc,IT,7.57,1,5,8,5,56,5,2,0,Placed
30562,20,Female,BCA,ECE,6.64,0,3,3,7,65,6,1,1,Not Placed
39801,20,Male,BCA,ECE,5.12,2,3,5,6,54,5,1,1,Not Placed
1713,22,Male,B.Sc,CSE,7.19,2,4,7,6,58,5,2,0,Placed
13038,23,Female,MCA,ECE,6.02,0,3,4,8,43,6,1,1,Not Placed
25153,21,Male,B.Sc,ECE,7.07,1,5,8,7,83,7,3,0,Placed
43856,18,Male,BCA,IT,7.76,1,5,9,4,77,5,3,1,Not Placed
33717,20,Male,BCA,Civil,7.49,1,4,5,6,95,6,2,2,Not Placed
1916,19,Female,B.Tech,ECE,6.23,2,3,5,6,54,7,1,2,Not Placed
28717,23,Male,B.Sc,ME,7.14,2,4,6,6,72,6,2,0,Placed
26567,22,Female,MCA,IT,6.97,0,5,10,5,67,5,3,1,Placed
23893,20,Female,B.Sc,ECE,7.7,1,4,6,5,64,5,2,1,Placed
36582,19,Female,MCA,IT,7.13,2,5,8,9,85,5,3,0,Placed
34738,23,Female,BCA,Civil,5.26,1,3,6,6,59,5,2,1,Not Placed
26933,19,Male,B.Sc,ECE,8.35,2,5,9,5,80,7,3,0,Placed
17500,24,Female,B.Sc,ECE,7.39,1,4,7,6,70,5,2,1,Placed
14775,22,Male,BCA,ECE,8.13,1,4,6,4,91,7,2,0,Not Placed
32438,24,Male,B.Tech,ME,5.57,0,2,3,5,50,5,1,2,Not Placed
13295,20,Male,BCA,ME,4.5,0,1,1,7,35,6,0,2,Not Placed
22051,19,Female,MCA,CSE,8.82,3,6,10,2,94,6,3,0,Not Placed
37590,23,Male,BCA,IT,6.94,1,4,7,5,46,4,2,0,Not Placed
13784,19,Male,MCA,ECE,6.5,1,4,6,4,55,5,2,0,Not Placed
23825,21,Female,B.Tech,Civil,6.22,1,4,7,6,63,6,2,2,Not Placed
6401,23,Male,B.Tech,CSE,5.03,2,3,5,4,35,5,1,3,Not Placed
10,22,Male,B.Sc,ECE,7.3,1,4,7,4,77,4,2,2,Not Placed
18081,22,Female,MCA,ECE,5.43,0,3,4,6,64,6,1,1,Not Placed
12807,22,Female,B.Sc,CSE,5.37,0,3,4,7,73,5,1,1,Not Placed
46308,18,Female,MCA,ME,5.36,1,2,1,6,37,5,0,1,Not Placed
46528,20,Female,MCA,CSE,6.7,1,3,4,6,49,5,1,0,Not Placed
36967,22,Female,B.Tech,ECE,6.31,0,3,4,3,60,5,1,1,Not Placed
3245,20,Female,B.Tech,Civil,8.61,1,5,7,8,94,5,2,0,Placed
22487,18,Female,MCA,ECE,6.0,0,3,5,8,64,6,2,2,Not Placed
47808,22,Male,MCA,IT,7.53,0,4,5,4,68,7,2,1,Not Placed
8334,22,Female,MCA,ME,8.4,0,4,5,5,83,5,2,0,Placed
3834,21,Female,MCA,IT,5.47,2,4,7,4,40,5,2,1,Not Placed
14903,23,Male,B.Sc,CSE,6.47,0,5,9,5,63,5,3,3,Not Placed
22492,23,Female,B.Tech,ECE,7.81,2,4,7,5,85,4,2,2,Not Placed
4760,18,Female,MCA,CSE,6.87,0,4,8,6,80,6,3,1,Placed
35009,19,Male,B.Sc,ME,6.68,2,4,6,5,73,5,2,1,Placed
44178,24,Female,BCA,CSE,7.22,3,4,7,6,69,6,2,0,Placed
26635,21,Female,BCA,ME,6.92,1,4,6,4,63,6,2,0,Not Placed
49328,22,Male,BCA,Civil,8.38,2,5,7,6,83,7,2,0,Placed
27058,21,Male,BCA,Civil,7.25,1,4,6,8,76,5,2,0,Placed
3820,20,Male,BCA,IT,9.44,1,6,10,8,83,7,3,0,Placed
25904,18,Male,MCA,IT,7.6,0,4,6,6,70,6,2,1,Placed
30413,18,Male,B.Tech,CSE,9.52,1,6,9,6,99,6,3,0,Placed
43590,19,Female,MCA,CSE,7.36,1,4,7,6,80,6,2,0,Placed
32086,18,Female,B.Tech,ECE,8.37,1,5,9,4,80,6,3,0,Not Placed
25947,20,Male,BCA,ECE,5.64,1,3,6,8,57,5,2,1,Not Placed
9559,19,Male,B.Tech,IT,8.52,2,6,10,4,81,5,3,0,Not Placed
25338,24,Female,B.Sc,IT,6.55,1,4,6,6,72,3,2,0,Placed
37922,20,Male,B.Tech,CSE,6.87,0,3,5,5,67,5,2,0,Placed
47866,20,Female,MCA,ME,5.87,0,3,4,7,72,8,1,1,Not Placed
21772,20,Male,MCA,Civil,6.95,0,2,2,7,76,5,1,1,Not Placed
48937,22,Female,MCA,Civil,8.89,0,4,6,6,71,6,2,1,Placed
3010,24,Female,B.Tech,ECE,5.75,1,3,6,6,48,4,2,2,Not Placed
7650,21,Female,BCA,ECE,7.43,2,4,7,5,60,3,2,2,Not Placed
37555,20,Female,MCA,ME,7.0,2,4,5,3,74,5,2,0,Not Placed
13696,20,Female,BCA,CSE,5.45,1,3,6,4,49,8,2,1,Not Placed
33113,22,Male,B.Sc,ME,7.71,0,4,6,6,76,7,2,0,Placed
37902,18,Female,BCA,IT,7.03,2,4,7,5,69,6,2,0,Placed
45177,19,Female,MCA,IT,8.2,0,4,6,5,94,5,2,0,Placed
20213,22,Female,BCA,Civil,7.45,0,4,6,2,53,8,2,1,Not Placed
17739,22,Male,MCA,CSE,7.48,0,4,6,5,78,4,2,2,Not Placed
35633,21,Female,B.Sc,ME,6.88,0,3,4,8,73,5,1,0,Not Placed
36708,19,Male,MCA,CSE,8.08,2,5,9,4,85,4,3,0,Not Placed
16189,20,Male,BCA,IT,6.59,1,3,4,7,70,6,1,0,Not Placed
2558,18,Female,MCA,ECE,6.55,0,3,5,6,56,5,1,1,Placed
12588,19,Female,B.Sc,Civil,4.83,0,1,1,7,45,4,0,3,Not Placed
43333,20,Female,B.Tech,CSE,7.41,1,4,5,5,72,5,2,2,Not Placed
1576,24,Male,B.Sc,ECE,7.49,2,4,5,5,76,4,2,0,Placed
24869,18,Male,BCA,ECE,7.88,2,4,7,6,76,5,2,0,Placed
43698,19,Male,B.Tech,Civil,6.59,0,3,4,4,66,5,1,1,Not Placed
36200,19,Female,B.Sc,CSE,6.38,1,4,7,8,53,5,2,3,Not Placed
22681,18,Male,MCA,CSE,6.08,0,3,4,5,57,6,1,1,Not Placed
